FoodName,DiningHall,Breakfast,Lunch,Dinner,Mealtime,Vegan,Vegetarian,Halal,Image,Description
Honey,Peets,,,,,0,1,0,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2012/1/9/0/hatk_honey-pot_s4x3.jpg.rend.hgtvcom.1280.1280.suffix/1371603793161.jpeg,"Natural sweetener, perfect for drizzling into coffee or tea for a touch of sweetness."
Vanilla Syrup,Peets,,,,,0,1,0,https://m.media-amazon.com/images/I/61OgdyAb2IL.jpg,Sweet vanilla syrup that adds a delightful flavor to coffee drinks and desserts alike.
Caramel Sauce,Peets,,,,,0,1,0,https://www.twopeasandtheirpod.com/wp-content/uploads/2023/02/Salted-Caramel-Sauce-0728.jpg,"Rich caramel sauce, perfect for drizzling on top of beverages or mixing into your favorite coffee drinks."
Chocolate Sauce,Peets,,,,,0,1,0,https://www.naturaldeets.com/wp-content/uploads/2022/08/Copy-of-800x1200-Ascent-First-Post-Save-as-Jpeg-18-683x1024.jpg,"Decadent chocolate sauce, ideal for enhancing coffee drinks and desserts with rich chocolate flavor."
White Chotolate Sauce,Peets,,,,,0,1,0,https://coffeecopycat.com/wp-content/uploads/2023/07/WhiteMochaSauce2-1200x1600-1.jpg,"Sweet white chocolate sauce, perfect for drizzling over coffee beverages for an indulgent touch."
Whipped Cream,Peets,,,,,0,1,0,https://www.errenskitchen.com/wp-content/uploads/2018/07/Untitled-design-35.jpg,"Light and fluffy whipped cream, ideal for topping off your favorite drinks and desserts."
Cheese and Herb Bagel,Peets,,,,,0,1,0,https://cookingwithkarli.com/wp-content/uploads/2024/02/italian-herbs-and-cheese-bagels-7.jpg,"Savory bagel topped with a blend of cheese and herbs, offering a flavorful bite alongside coffee."
Everything Bagel,Peets,,,,,1,1,0,https://media.istockphoto.com/id/1054864282/photo/bagel-with-poppy-seeds-directly-above.jpg?s=612x612&w=0&k=20&c=XQFvcw5ZpioZJE5n4OdaMD4NER1shOLelnygiTNl2wc=,"Classic bagel with a variety of spices, providing a delicious, crunchy option perfect for breakfast."
French Toast Bagel,Peets,,,,,0,1,0,https://www.gosoftstuff.com/web/image/product.template/25591/image_1024?unique=28699b9,"Sweet bagel reminiscent of French toast, offering a delightful twist to a breakfast favorite."
Plain Bagel,Peets,,,,,1,1,0,https://media.istockphoto.com/id/1297070061/vector/bagel-plain.jpg?s=612x612&w=0&k=20&c=MQBY95AF7IA7y1Zd0cllEeIrQEX1zlP7MovgOiavTKA=,"Simple yet delicious plain bagel, perfect for pairing with any spread or enjoying on its own."
Bacon,Peets,,,,,0,0,0,https://w7.pngwing.com/pngs/821/54/png-transparent-three-cooked-bacons-bacon-hamburger-steak-bacon-food-recipe-steak-thumbnail.png,"Crispy bacon strips, providing a savory addition to any breakfast or sandwich."
Ham,Peets,,,,,0,0,0,https://www.pngplay.com/wp-content/uploads/7/Ham-Meat-PNG-HD-Quality.png,"Savory ham slices, perfect for adding protein to breakfast sandwiches or bagels."
Turkey,Peets,,,,,0,0,0,https://image.similarpng.com/thumbnail/2022/03/Sliced-smoked-ham-isolated-on-transparent-background-PNG.png,"Tender turkey slices, offering a lean protein option for sandwiches or breakfast wraps."
Cheddar Cheese,Peets,,,,,0,1,0,https://media.istockphoto.com/id/685847528/photo/the-cheddar-cheese.jpg?s=612x612&w=0&k=20&c=Lbb43nm24etYjKluClNcOiLReiIgRQ46rDV4Luhoo0c=,"Sharp cheddar cheese, perfect for melting on bagels or adding to savory breakfast dishes."
Pepper Jack,Peets,,,,,0,1,0,"https://res.cloudinary.com/perkchops/image/upload/c_scale,w_350/v1600286665/ingredients/2020816234/pfigkduzlajidiarnc5o.png","Spicy pepper jack cheese, providing a flavorful kick to sandwiches and bagels alike."
Provolone,Peets,,,,,0,1,0,https://images.albertsons-media.com/is/image/ABS/960152626?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,"Creamy provolone cheese, ideal for layering in sandwiches or melting on warm bagels."
Swiss,Peets,,,,,0,1,0,https://images.albertsons-media.com/is/image/ABS/970053056?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,"Mild Swiss cheese, perfect for adding a rich flavor to sandwiches or breakfast options."
Sparkling Lemonade,Peets,,,,,1,1,0,https://www.peets.com/cdn/shop/files/24SUMMER-MOA-Sparkling_Lemonade-PDP-Page-Origin-1266x1492.png?v=1717530358//www.peets.com/cdn/shop/files/24SUMMER-MOA-Sparkling_Lemonade-PDP-Page-Origin-1266x1492.png?v=1717530358&w=1080,"Refreshing sparkling lemonade, offering a bubbly and citrusy drink for hot days."
Sparkling Grapefruit Cold Brew,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/files/24SUMMER-MOA-Sparkling_Grapefruit-Cold-Brew-PDP-Page-Origin-1266x1492.png?v=1717528954&auto=format,compress&w=540","Sparkling grapefruit cold brew, combining the smoothness of cold brew coffee with refreshing grapefruit flavor."
Sparkling Passion Fruit Black Tea,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/files/24SUMMER-MOA-Sparkling_Black_Tea_Passion_Fruit-PDP-Page-Origin-1266x1492.png?v=1717529682&auto=format,compress&w=540","Bubbly passion fruit black tea, providing a vibrant and fruity drink perfect for a refreshing afternoon pick-me-up."
Scrambled Eggs,Knollcrest,1,0,0,Breakfast,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_5f578ac6-dc5a-48a3-8a21-e48ce7871975_Scrambled-Eggs.jpg,"Classic scrambled eggs, light and fluffy, perfect with toast or bacon and a simple go-to breakfast for a protein-packed start."
Southern Scramble,Knollcrest,1,0,0,Breakfast,0,0,0,https://irepo.primecp.com/2017/02/317698/One-Skillet-Southern-Scramble_Large400_ID-2082475.jpg?v=2082475,"Southern-style scrambled eggs, packed with savory seasonings, bell peppers, and sausage bits for a hearty, comforting breakfast option with a touch of spice."
Western Hashbrown Skillet,Knollcrest,1,0,0,Breakfast,0,0,0,https://www.thecountrycook.net/wp-content/uploads/2014/03/Cowboy-Hash-Brown-Casserole-Skillet.jpg,"Hearty hashbrowns topped with seasoned vegetables and sausage for a satisfying skillet that offers a warm, filling meal for breakfast or brunch."
Smoked Sausage,Knollcrest,1,0,0,Breakfast,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_6b127dc5-94aa-4faa-ab5f-f76776d0a443_Sausage_Ropes_1200x500.jpg,"Smoky, savory sausage links with a golden, crispy exterior, making a perfect addition to any breakfast plate alongside eggs and toast."
Apple Strudel Bites,Knollcrest,1,0,0,Breakfast,0,0,0,https://www.kroger.com/product/images/large/front/0004157300374,"Delicate apple strudel bites, flaky and buttery with a sweet apple filling, great for breakfast or as a quick pastry snack."
Chicken Sausage Links,Knollcrest,1,0,0,Breakfast,0,0,0,https://s3.amazonaws.com/grazecart/elmrunfarms/images/1586377765_5e8e3425a0906.jpg,"Juicy chicken sausage links, lightly seasoned with herbs, providing a healthier alternative to traditional pork sausage without sacrificing flavor."
Shrimp and Grits,Knollcrest,1,0,0,Breakfast,0,0,0,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_1:1/k%2FPhoto%2FRecipes%2F2023-11-shrimp-and-grits%2FShrimp-and-grits-2","Classic Southern shrimp and creamy, buttery grits, featuring fresh shrimp cooked with just the right seasoning, perfect for brunch or lunch."
Plant Based Breakfast Sausage Links,Knollcrest,1,0,0,Breakfast,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_738d21b1-cee6-4366-9958-089c4b1c606e_098A3E60-6FD3-4C01-B48E-E10653D86BD4-1152x1536.jpeg,"Plant-based breakfast sausage links with a surprisingly meaty texture and seasoned to perfection for a satisfying, healthier protein option in the morning."
Oatmeal,Knollcrest,1,0,0,Breakfast,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ad5e6926-620f-40a8-a4d2-bf17ecf56b9d_images%20(3).jpg,"Warm, creamy oatmeal that pairs well with a variety of toppings, from fresh fruits to nuts and honey for extra flavor and texture."
Garlic Rosemary Potatoes,Knollcrest,1,0,0,Breakfast,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2cc69da0-7b89-458f-8049-d676a3d0ffbe_Rosemary-Potatoes-2-1-of-1-1536x1097.jpg,"Golden roasted potatoes with a fragrant mix of garlic and rosemary, crispy on the outside and soft within, perfect as a savory side."
Ham Steaks,Knollcrest,1,0,0,Breakfast,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e264df6c-05bf-4d61-b5ba-88657715fc2b_ham.PNG,"Thick-cut, juicy ham steaks with a slightly sweet, savory flavor; great for breakfast or lunch paired with eggs or potatoes."
"Spinach, Bacon, Feta Scramble",Knollcrest,1,0,0,Breakfast,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_d5779187-fa89-4ecd-86d9-ff29a28565a9_spinach_feta_cheese_eggs-772x1030.jpg,"Scrambled eggs mixed with fresh spinach, crispy bacon, and crumbled feta for a flavorful, protein-rich option with Mediterranean flair."
Strawberry French Toast Bake,Knollcrest,1,0,0,Breakfast,0,0,0,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_1:1/k%2Farchive%2F145c3b5666b64007fbfba8fa25bfcf94db1cf000","Sweet and fluffy French toast bake with juicy strawberries, making a perfect balance of breakfast flavors for a satisfying start to the day."
Lemon Berry Oatmeal,Knollcrest,1,0,0,Breakfast,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b7602d98-cd25-4723-8961-f4b22fb22c53_Lemon-Blueberry-Oatmeal.jpg,"Hearty oatmeal infused with fresh berries and a hint of lemon zest for a tangy, refreshing twist on a classic breakfast option."
Hashbrowns,Knollcrest,1,0,0,Breakfast,0,1,1,https://cheatdaydesign.com/wp-content/uploads/2022/01/Air-Fryer-Hashbrowns-Recipe-720x720.jpg,"Classic hashbrowns fried to a golden, crispy finish, ideal as a breakfast side or as the base for a skillet meal."
Chicken Sausage Patties,Knollcrest,1,0,0,Breakfast,0,0,0,https://d2gtpjxvvd720b.cloudfront.net/system/newsletter_item/social_image/1444/default_Maple-Chicken-Sausage-Patties-FS-20200309-1539-13134-8354.jpg,"Spicy chicken sausage patties with a juicy texture, seasoned with herbs and spices for a tasty twist on the classic breakfast sausage."
Three Cheese Grilled Cheese,Knollcrest,0,1,0,Lunch,0,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_843cc30c-f516-43f4-a5e4-d0f30fca6f67_Grilled-Cheese-Sandwich-SQ.jpg,"Golden, buttery grilled cheese sandwich with a rich blend of three cheeses melted to perfection between crisp, toasted slices of bread."
Tomato Bisque,Knollcrest,0,1,0,Lunch,0,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_26f5853d-4048-4d65-8ca7-7d9962d529b7_Tomato-Bisque-2.jpg,"Rich, smooth tomato bisque made with a blend of tomatoes and herbs, offering a warm, comforting soup with a velvety texture."
Plant Based Grilled Cheese,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_42d2c2b2-5ef1-4978-929c-23850c0dd169_gluten-free-vegan-grilled-cheese.jpg,"Golden-brown plant-based grilled cheese with a deliciously crispy crust and a savory, gooey plant-based cheese filling that’s flavorful and satisfying."
Grilled Turkey and Cheese,Knollcrest,0,1,0,Lunch,0,0,0,https://www.allrecipes.com/thmb/Gu9I7N88IyH3aFygY51mCH8jZ6o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/65663-Grilled-Hot-Turkey-Sandwiches-DDMFS-30-4x3-d08cf3507ec1484dbc03d8486f4aca24.jpg,"Classic grilled turkey and cheese sandwich with layers of savory turkey and melted cheese between toasted bread, perfect for a quick lunch."
French Fries,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/Others_1c33cfe4-d588-47f9-82cc-e637ee892feb_403b4bae2673966f359f17ba6d0b1e6cb4df6679.jpg,"Crispy, golden French fries lightly salted and deliciously crunchy, making a classic side dish or snack anytime."
Roasted Asparagus,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/Others_5af48f95-7e3f-4b33-a63e-0e649927669c_Roasted-Asparagus-blog.jpg,"Fresh roasted asparagus spears lightly seasoned and oven-crisped to bring out their natural flavors; a nutritious, green veggie option."
Country Fried Steak,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_13b181dc-57c2-4e62-a05c-e007f7a487d2_Copycat-Cracker-Barrel-Country-Fried-Steak-Recipe-How-to-Make-It-Not-Entirely-Average-Pic-40.jpg,"Golden country-fried steak, breaded and fried to perfection with a rich, peppery gravy, making for a hearty Southern-inspired meal."
Vegan Stuffed Peppers,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_4235db11-dee8-461e-be0d-bc77a2f658ca_vegan-stuffed-peppers-3.jpg,"Vegan stuffed peppers with a savory filling of seasoned vegetables, ideal for a satisfying plant-based option packed with flavor and nutrients."
Red Skin Mashed Potatoes,Knollcrest,0,1,0,Lunch,0,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_a6112dda-50de-4612-8dff-76f91c1e4d88_Mashed-Red-Potatoes-photographed-from-above-featured.jpg,"Creamy mashed red-skinned potatoes, whipped to perfection and infused with a hint of butter, making a classic comfort side dish."
Buttered Corn,Knollcrest,0,1,0,Lunch,0,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b17fa55c-85a5-403a-86b1-4af44878d1c1_buttered-corn-3.jpg,"Simple, buttery corn kernels cooked to preserve their natural sweetness, creating a light and flavorful vegetable side that complements many main dishes."
Parmesan Roasted Cauliflower,Knollcrest,0,1,0,Lunch,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_28c2dd8e-9bae-4a89-b3c7-27c0f4bf2605_Garlic-Parmesan-Roasted-Cauliflower-3.jpg,"Roasted cauliflower with Parmesan cheese, giving each piece a crispy, cheesy edge, adding flavor to this healthy, veggie-packed side."
Pot Roast,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_416228b7-0cab-4f5c-b4c7-085953857b9e_1200-Pot-Roast-Chuck-Roast-SpendWithPennies-8-2.jpg,"Tender, slow-cooked pot roast simmered with aromatic herbs and spices for a classic, flavorful entrée perfect for a hearty meal."
Beef Tips with Mushroom Gravy,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_c2c41f06-c53b-4a48-be65-6ba9cd12a2c1_beef-tips-4-500x500.jpg,"Tender beef tips cooked in a savory mushroom gravy, creating a deliciously rich dish that pairs well with mashed potatoes or rice."
Sweet Peas,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_7091abb1-c70d-444e-9470-340e6727713e_Top-view-How-to-Cook-Frozen-Peas-375x288.jpg,"Lightly steamed sweet peas with a subtle sweetness and a bright green color, offering a fresh and nutritious side to any meal."
Garlic Butter Sweet Rolls,Knollcrest,0,1,0,Lunch,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2f8d2135-3c22-426d-85d1-4e94d466003b_images%20(2).jpg,"Soft, buttery sweet rolls brushed with garlic butter, baked to a golden brown, perfect for sopping up savory sauces or as a snack."
Fresh Fruit Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_01de5707-54de-4d07-9481-21d365a5b9c7_Fruit%20Salad.jpg,"Fresh fruit salad with a colorful mix of seasonal fruits, offering a naturally sweet and refreshing option for breakfast, lunch, or dessert."
Ranch Pasta Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e081a18c-7f6d-47ab-babd-d6e22bce2402_creamy-ranch-pasta-salad-overhead.jpg,"Zesty pasta salad with fresh vegetables and a hint of ranch dressing, perfect for a light side or picnic dish."
Zesty Quinoa Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2f274ac3-81b7-4558-ba05-e06ba186ab46_229156-Zesty-Quinoa-Salad-ddmps-1x1-104424-9d328e4b968242af81205fa567d3a282.jpg,"Quinoa salad with fresh vegetables and a tangy vinaigrette dressing, providing a protein-packed and flavorful option for health-conscious diners."
Grilled Corn Salad with Avocado,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_1b5a7600-6632-4310-ae70-451446120231_Grilled-Corn-Avocado-Salad-Recipe.jpg,"Grilled corn and creamy avocado come together in this refreshing salad, bringing a taste of summer to any meal."
Three Bean Salad,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_feddfe75-5ed1-4069-9ffa-e92921fad588_9-1.jpg,"Protein-rich three-bean salad with a light dressing, featuring kidney, black, and garbanzo beans for a nutritious and satisfying side."
Roasted Vegetable Couscous Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_7345d5b9-97ca-42b0-a572-7c425b087867_lemon-tahini-roasted-vegetable-couscous1-1229x1536.jpg,"Warm couscous salad with roasted vegetables, adding a savory, nutty flavor perfect as a side or light main dish."
Warm Wild Rice and Roasted Root Vegetable Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_4e712eef-f2dc-49c4-af23-749f180f691c_download.jpg,"Earthy wild rice with roasted root vegetables, seasoned with herbs for a hearty, warm salad ideal for fall or winter meals."
Jalapeño Pepper Macaroni Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_200b52a5-b6e5-4b54-b868-fe7a199a284a_jalapeno-popper-pasta-salad-recipe-2-1024x1536.jpg,"Classic macaroni salad with a twist, adding spicy jalapeños for a bit of heat to complement the creamy texture."
Cucumber Tomato Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_794e3ea7-2ba8-41bd-aaff-c729f7ce054e_Israeli-Salad202230-180x180.jpg,"Light and refreshing cucumber tomato salad with a simple vinaigrette, highlighting fresh vegetables as a tasty, crisp side."
Lemon Dijon Potato Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_58eab0f6-0058-4067-80ce-5ff1fdf61efe_French-Potato-Salad-Recipe-No-Mayo-1-1.jpg,"Lemon Dijon potato salad with a tangy dressing, combining creamy potatoes with bright flavors for a refreshing twist on the classic."
Mediterranean Couscous Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_23807abd-fccf-491c-b4d3-d2ef42284920_couscous-salad-5.jpg,"Mediterranean couscous salad with a mix of fresh veggies, olives, and a zesty dressing, offering a light, flavorful side or main."
Sangria Fruit Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_2b7fd7fa-3a6d-4379-9b21-49344f66a2fa_c80694a7add7d20ccf8b2c826b012afa_640m.jpg,"Fruit salad with a hint of sangria flavor, bringing together fresh fruits with a touch of sweetness for a tropical twist."
Broccoli Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_06955248-97df-43ab-af29-99ede3f40f5f_Broccoli-Salad-with-bacon-1-of-1-6.jpg,"Broccoli salad with a creamy dressing and crunchy bits, making for a tasty vegetable side with a fresh, crispy texture."
Chicken Caesar Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_76b73084-0035-4d54-adc4-11dde8834351_Caesar%20Salad%20with%20Tomatoes.jpg,"Classic Caesar salad with grilled chicken, crunchy romaine, Parmesan, and croutons for a protein-packed, delicious, and fresh salad option."
Tropical Spinach Salad,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_326ede67-5479-4fe4-b235-d3d1e3a68d01_mandarin-orange-salad.jpg,"Spinach salad with tropical fruits and a light dressing, offering a bright, sweet flavor that complements the tender spinach."
Carbanara Salad,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_d6d37a86-269b-4154-bfc7-7eb3dc5642fe_orecchiette-with-peas-pancetta-and-cream.jpg,"Pasta salad with creamy carbonara sauce, bringing together rich cheese and crispy bacon for a comforting, savory option."
Vegan Niçoise Salad,Knollcrest,0,1,0,Lunch,1,1,1,https://frommybowl.com/wp-content/uploads/2021/05/Sheet-Pan_Vegan_Nic%CC%A7oise_Salad_FromMyBowl-10-scaled.jpg,"Vegan Niçoise salad with fresh veggies, olives, and a light dressing, offering a balanced, flavorful choice for plant-based diners."
Strawberry Chicken Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_ffdb1a4a-ced9-44a4-a3ec-174d6ba9f6a2_strawberrysalad-1-300x300.jpg,"Tender chicken salad with strawberries and a touch of sweetness in the dressing, making a unique and flavorful twist on classic salads."
Bistro Pasta Salad,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_446d6d82-a063-4ecf-8ee0-de9af1e9d235_Easy-Macaroni-Salad-Recipe-1-of-1-23.jpg,"Classic pasta salad with a variety of fresh ingredients and Italian flavors, perfect for a light yet satisfying side."
Cucumber Onion Quinoa Salad,Knollcrest,0,1,0,Lunch,1,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_178e2eca-c969-42aa-bcdc-c5e9611501a2_go-to-quinoa-salad-recipe.jpg,"Refreshing quinoa salad with cucumber and onion, adding crunch and flavor to this healthy, protein-packed option."
Curry Chicken Salad,Knollcrest,0,1,0,Lunch,0,0,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_33e02a88-15fc-460d-bf13-32d48ae5d3e0_j.jpg,"Curry chicken salad with a blend of spices and creamy dressing, providing a bold, flavorful twist on traditional chicken salad."
Taqueria Pulled Chicken,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_c243cc9e-c02d-4697-94e1-4fb0a4891fe8_Smoky-Mexican-Pulled-Chicken-4.jpg,"Pulled chicken seasoned with Mexican spices, ideal for tacos, burritos, or as a filling for a flavorful, protein-rich meal."
Taqueria Beef,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_bcc69b92-501f-4700-afb4-e03ef558d340_Taco-Seasoned-Beef-1200-3289.jpg,"Seasoned beef cooked to perfection with taco spices, perfect for building a tasty taco or burrito bowl."
Cilantro Lime Rice,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_70dccdbe-34fc-4b56-858d-6eba8457aa3d_cilantro-lime-rice-13.jpg,"Cilantro lime rice with a zesty flavor, perfect as a base or side for Mexican-inspired dishes."
Brown Rice,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e7f86739-36a1-43b1-9721-a2e8ee444b55_00705044054230_0q6fjop7byufvack.jpg,"Nutty brown rice, hearty and versatile as a base for main dishes or a side to complete your meal."
Taqueria Black Beans,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_36450a55-6f3d-461d-a5d4-0169efc4a9f6_Quick-Seasoned-Black-Beans-finished-500x500.jpg,"Classic black beans seasoned with spices for a rich, smoky flavor, perfect for burritos, bowls, or as a protein-packed side."
Refried Beans,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b37856f4-e246-449d-93b4-fe4eb357374d_vegan-refried-beans-1.jpg,"Smooth and creamy refried beans, providing a delicious and satisfying base or side for Mexican-inspired meals."
Taqueria Peppers and Onions,Knollcrest,0,1,0,Lunch,1,1,1,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_23ee2f9d-f004-4fd1-a9b5-8b0acd78c217_peppers.jpg,"Lightly sautéed peppers and onions for a colorful, tasty taco topping or side with a bit of crunch."
Taqueria Queso,Knollcrest,0,1,0,Lunch,0,1,0,https://barefeetinthekitchen.com/wp-content/uploads/2015/04/Queso-Blanco-9-1-of-1.jpg,"Rich and creamy melted queso, perfect for dipping or topping nachos, burritos, or as a decadent snack."
Taqueria Tortilla Chips,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_961a44bb-0b8e-49f4-8bf0-9a4e26602aa2_torilla-chips-fried-1615217244.jpeg,"Crispy, salty tortilla chips, perfect for dipping in salsa, guacamole, or enjoying on their own as a crunchy snack."
Shawarma Spiced Chicken,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e357b45e-ce89-4eff-8456-085173100d36_Grilled2BChicken2BShawarma2B12002B3172-min.jpg,"Juicy shawarma-spiced chicken, cooked to perfection with Middle Eastern-inspired spices for a flavorful addition to bowls or wraps."
Tandoori Spiced Chickpeas,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_b204f7ac-6fa9-4c44-8a31-dd55d22be7ca_IMG_9168.jpg,"Roasted chickpeas seasoned with tandoori spices, creating a savory, satisfying plant-based protein option with a bit of heat."
Harissa Eggplant,Knollcrest,0,1,0,Lunch,0,0,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSy6kpu4wQRkxIg82IuoJpaXe7KDxMAHnPQfA&s,"Savory eggplant with a bold harissa flavor, perfect as a spicy side or as part of a plant-based entrée."
Chicken Pad Thai,Knollcrest,0,1,0,Lunch,0,0,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_fb3d12b6-e5a2-4e59-847d-8ad207f70f5a_pad-thai-6-768x1152.jpg,"Classic chicken pad Thai with rice noodles, featuring tender chicken, peanuts, and a tangy sauce with a hint of sweetness."
Marinated Thai Tofu,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_e679e514-22a6-4ab4-a005-dad37844e344_best-marinated-tofu-recipe.jpg,"Tofu marinated in Thai spices and cooked to perfection, ideal as a plant-based protein with a rich flavor and firm texture."
Vegetable Spring Rolls,Knollcrest,0,1,0,Lunch,1,1,0,https://csmtliveapi.culinarysuite.com/Uploads/RecipeUpload_6e487be1-13a8-4134-96a2-1e17fae38ded_Spring-Rolls-5.jpg,"Crispy vegetable spring rolls filled with a mix of veggies, perfect for dipping in sweet chili or soy sauce."
Cheese Pizza,Knollcrest,0,1,0,Lunch,0,1,0,https://csmtliveapi.culinarysuite.com/Uploads/Others_36953fa2-6a9d-4d3b-95ba-f6c57586c51b_Screenshot%202024-01-04%20154141.png,"Classic cheese pizza with a crispy crust and gooey cheese, great for pizza lovers who enjoy simple, fresh flavors."
